index,I_float,Q_float
480,0.378174,-0.945312
481,0.385742,0.929199
482,0.92627,0.364502
483,0.388428,-0.924805
484,0.382324,-0.933105
485,-0.918945,-0.380127
486,-0.929688,-0.380127
487,0.921875,-0.38623
488,0.918457,-0.375977
489,0.378906,0.926758
490,0.908691,-0.387207
491,0.388184,0.897461
492,0.915527,0.38208
493,-0.387695,-0.922363
494,0.368652,-0.93457
495,0.391113,-0.928223
496,0.921387,0.376221
497,-0.921387,0.378418
498,-0.38916,-0.937012
499,-0.918945,0.386719
500,0.402832,0.936035
501,0.943359,0.387451
502,-0.945312,-0.387207
503,-0.943848,-0.383301
504,0.402588,0.922363
505,0.381592,0.92627
506,0.392822,0.924316
507,0.918457,0.384277
508,0.921875,-0.367188
509,-0.388916,0.916504
510,0.374268,0.924316
511,0.38916,0.918945
512,0.911621,-0.373779
513,0.914551,0.379883
514,-0.921387,0.374023
515,-0.377197,0.929688
516,0.90625,0.385498
517,0.919922,-0.38916
518,-0.931152,-0.391602
519,-0.929199,-0.386719
520,-0.393555,0.926758
521,0.92041,0.386963
522,0.389404,-0.924316
523,0.912598,-0.372803
524,0.912109,0.385498
525,0.92334,0.37207
526,-0.92627,-0.392578
527,-0.369873,-0.921875
528,0.371094,0.922363
529,-0.38623,-0.917969
530,-0.915039,0.372559
531,-0.389404,-0.928223
532,-0.379395,-0.925781
533,0.914062,-0.385254
534,-0.377197,0.918945
535,0.377686,0.926758
536,0.372314,0.922852
537,-0.924805,0.365967
538,0.921387,0.369141
539,-0.37793,-0.923828
540,0.384033,-0.924805
541,-0.929688,-0.391602
542,0.911621,-0.375
543,0.926758,-0.382568
544,-0.369873,-0.924316
545,-0.915527,0.391113
546,-0.925293,-0.383301
547,0.368652,-0.921387
548,0.916504,-0.379639
549,-0.383545,-0.923828
550,0.382812,-0.920898
551,0.374268,-0.918457
552,0.911621,-0.386475
553,0.919434,-0.377197
554,0.378906,0.898438
555,0.377686,-0.916504
556,-0.912598,0.382324
557,-0.914551,-0.368652
558,0.369873,0.916016
559,-0.380127,0.92041
560,0.374756,-0.914062
561,0.921387,-0.370605
562,-0.914551,0.385742
563,0.916504,-0.373779
564,0.387451,0.924316
565,-0.377441,-0.925781
566,-0.388916,-0.927734
567,0.927734,-0.389893
568,0.912109,-0.38916
569,0.919434,-0.384521
570,0.930176,-0.393555
571,-0.375,0.939453
572,-0.390869,-0.936035
573,0.386963,-0.927734
574,0.377441,-0.931152
575,-0.930664,-0.386719
576,0.372559,-0.935059
577,-0.380859,0.925293
578,-0.381836,0.915527
579,-0.375,0.916016
580,-0.922363,-0.382324
581,0.916504,0.379395
582,-0.915527,-0.385498
583,-0.910645,-0.387695
584,0.916992,0.388428
585,0.907715,0.382324
586,-0.920898,0.373779
587,-0.383301,-0.924316
588,0.385986,-0.907227
589,-0.911621,-0.389404
590,-0.379639,0.910645
591,0.380127,0.92627
592,0.370361,-0.922852
593,-0.938477,0.379639
594,-0.925293,-0.377686
595,-0.91748,-0.36499
596,0.930664,-0.376953
597,0.937988,0.378174
598,0.393311,-0.93457
599,0.936523,0.382324
600,0.384521,0.922363
601,-0.925293,0.376465
602,-0.922363,-0.390137
603,-0.914551,0.382324
604,0.374268,-0.92627
605,-0.923828,-0.373291
606,0.384521,-0.947266
607,-0.388672,-0.92627
608,-0.932617,0.374756
609,0.373535,-0.925293
610,-0.917969,-0.385254
611,0.943359,-0.375244
612,-0.918457,-0.385254
613,0.919922,-0.372559
614,-0.389893,0.9375
615,0.92041,0.383057
616,-0.913086,-0.389893
617,-0.364258,-0.924805
618,0.381348,-0.922363
619,-0.384033,-0.92627
620,-0.918945,-0.386719
621,0.385986,-0.903809
622,-0.922852,0.375977
623,-0.373047,0.919922
624,-0.899414,-0.379395
625,0.384277,-0.922363
626,0.389648,0.899414
627,0.382812,0.927246
628,-0.929688,-0.377441
629,0.924316,0.378174
630,-0.92627,0.38208
631,0.919922,-0.386963
632,0.37207,-0.927246
633,0.92627,0.383545
634,-0.383057,0.916504
635,-0.918945,-0.376465
636,0.934082,0.371582
637,-0.385254,-0.907227
638,-0.374268,0.932129
639,0.926758,0.372314
640,0.38623,-0.924316
641,0.925293,-0.373535
642,-0.377441,0.911133
643,0.385498,0.922852
644,-0.372803,-0.927734
645,-0.923828,-0.370605
646,-0.398682,-0.919922
647,-0.382568,0.931152
648,-0.381836,0.928223
649,0.381104,0.938477
650,-0.924805,-0.388916
651,-0.935059,-0.389648
652,0.386719,-0.935547
653,-0.933105,-0.390137
654,-0.918945,0.393555
655,-0.385498,0.932129
656,-0.390625,-0.932617
657,-0.936035,0.375
658,-0.374023,-0.942383
659,0.392334,-0.927246
660,-0.921387,0.374268
661,-0.390625,0.921387
662,0.383057,0.92041
663,-0.367432,-0.930176
664,0.364258,0.922852
665,0.92334,-0.383057
666,-0.933594,0.366699
667,0.94043,-0.377197
668,0.378418,-0.916992
669,-0.927734,-0.391602
670,0.366943,0.913086
671,-0.382324,-0.930664
672,-0.392578,-0.919434
673,-0.916016,-0.381348
674,0.921875,0.397949
675,0.391357,-0.914551
676,-0.916016,-0.396484
677,0.386963,-0.931641
678,-0.919922,-0.386719
679,-0.933594,0.363281
680,0.377686,0.921387
681,0.395996,-0.929688
682,0.924805,0.386719
683,0.939453,-0.379883
684,-0.925781,-0.403564
685,0.91748,0.39502
686,-0.91748,0.36499
687,-0.916504,-0.393555
